gvkey,conm,weburl,found,visible,paragraphs,words,fog,overall,tptrackingcookies
145977,ADVANCE AUTO PARTS INC,www.advanceautoparts.com,1,0,58,3398,16.145071,-.39939144,15
61562,ADVANCED ENERGY INDS INC,www.advanced-energy.com,1,1,47,3045,17.317829,.28160891,6
16648,ADVANCED DISPOSAL SERVICES,www.advanceddisposal.com,1,1,51,2175,20.495174,-.28539413,2
156578,ADVANCED EMISSIONS SOLUTIONS,www.advancedemissionssolutions.com,1,1,16,1018,17.31377,-.039107729,1
148750,FOUNDERS ADV CAP CORP,www.advantagecapital.ca,0,0,,,,,0
27265,ADVANTAGE OIL & GAS LTD,www.advantageog.com,1,0,75,4338,19.16766,-.32819322,0
164511,ADVAXIS INC,www.advaxis.com,1,0,29,1437,15.902944,.24574964,0
21020,ADVERUM BIOTECHNOLOGIES,www.adverum.com,1,1,1,82,17.291708,.047210488,0
30059,AMERN EAGLE OUTFITTERS INC,www.ae.com,1,1,136,6648,20.05875,1.0324742,2
147988,AECOM,www.aecom.com,1,1,29,1514,17.498755,.54281408,3
19987,AECON GROUP INC,www.aecon.com,1,1,9,580,16.26018,-.036530189,0
5978,AEGION CORP,www.aegion.com,1,1,6,321,13.613084,-.43472522,1
24599,AEGLEA BIOTHERAPEUTICS INC,www.aegleabio.com,1,1,17,1181,16.043341,.19977815,0
162453,AEMETIS INC,www.aemetis.com,0,0,,,,,2
27154,AEON GLOBAL HEALTH CORP,www.aeonglobalhealth.com,1,0,58,5246,19.903545,-.276014,0
1440,AMERICAN ELECTRIC POWER CO,www.aep.com,0,0,,,,,5
23362,AEQUUS PHARMACEUTICALS INC,www.aequuspharma.ca,1,0,10,1758,25.537382,-.42185169,0
176092,AERCAP HOLDINGS NV,www.aercap.com,1,0,35,1356,21.709606,.91466218,0
66301,AEROCENTURY CORP,www.aerocentury.com,0,0,,,,,0
187550,ASPEN AEROGELS INC,www.aerogel.com,1,1,26,2715,19.400467,.39848557,2
19898,AEROHIVE NETWORKS INC,www.aerohive.com,1,1,66,4485,20.785215,.93033576,6
5018,AEROJET ROCKETDYNE HOLDINGS,www.aerojetrocketdyne.com,1,0,10,574,20.215578,-.55653799,2
166385,GRUPO AEROPORTUARIO DEL PACI,www.aeropuertosgap.com.mx,1,0,40,1699,24.681179,.58803546,0
24216,AES CORP,www.aes.com,1,0,33,1631,19.358925,.79835612,4
177446,AMERICAN ELECTRIC TECH INC,www.aeti.com,0,0,,,,,0
1177,AETNA INC,www.aetna.com,1,1,40,2086,17.200493,-.34963149,9
63562,AETERNA ZENTARIS INC,www.aezsinc.com,1,1,29,2175,18.565294,.42937481,0
21635,AFFIMED NV,www.affimed.com,1,1,34,1499,14.65756,1.2301695,0
8431,AMERICAN FINANCIAL GROUP INC,www.afginc.com,1,1,63,4104,23.018091,-.43830919,2
1449,AFLAC INC,www.aflac.com,1,1,88,5519,18.632915,.89692044,1
14957,AFTERMASTER INC,www.aftermaster.com,0,0,,,,,0
25180,AGCO CORP,www.agcocorp.com,1,1,8,442,14.763449,-.11476664,1
27339,AGEAGLE AERIAL SYSTEMS,www.ageagle.com,1,0,13,1339,17.69272,-.69237113,3
11361,AG&E HOLDINGS INC,www.agegaming.com,0,0,,,,,1
17187,AGELLAN COMMERCIAL REIT,www.agellanreit.com,1,1,7,431,18.818464,-.91308957,0
61955,AGF MANAGEMENT LTD  -CL B,www.agf.com,1,0,26,1357,19.495989,.72863179,9
160453,AG GROWTH INTERNATIONAL,www.aggrowth.com,1,1,9,565,15.974798,-.023683086,1
126554,AGILENT TECHNOLOGIES INC,www.agilent.com,1,0,103,4394,18.545185,.88564515,3
18159,AGIOS PHARMACEUTICALS,www.agios.com,1,1,13,1088,18.261692,-.00070748921,0
186671,AG MORTGAGE INVESTMENT TRUST,www.agmortgageinvestmenttrust.com,0,0,,,,,2
179889,AGNC INVESTMENT CORP,www.agnc.com,1,1,2,77,18.089611,-.67476124,0
1186,AGNICO EAGLE MINES LTD,www.agnicoeagle.com,1,1,7,416,13.135816,-.45904806,9
19525,AGROFRESH SOLUTIONS INC,www.agrofresh.com,1,1,10,534,15.559957,-.0041792709,1
19967,APPLIED GENETIC TECHNOLOGIES,www.agtc.com,0,0,,,,,2
163626,AGT FOOD AND INGREDIENTS,www.agtfoods.com,0,0,,,,,0
179288,A. H. BELO CORP,www.ahbelo.com,0,0,,,,,0
166363,ALLIANCE HOLDINGS GP LP,www.ahgp.com,1,1,11,1028,16.504988,-.38568839,0
17380,AMERICAN HOTEL INCM PROP LP,www.ahipreit.com,1,1,25,1658,18.579744,.51022911,1
155754,ASHFORD HOSPITALITY TRUST,www.ahtreit.com,1,1,24,1111,14.18377,-.055314712,0
1487,AMERICAN INTERNATIONAL GROUP,www.aig.com,1,1,70,4411,21.150034,.73598719,28
30490,APARTMENT INVST & MGMT CO,www.aimco.com,1,1,22,2347,20.703873,.28830782,1
164169,AIMIA INC,www.aimia.com,1,1,8,253,15.213117,-.34412563,4
20525,AIRBOSS OF AMERICA CORP,www.airbossofamerica.com,1,0,60,4245,22.473877,-.204864,0
164190,AIR CANADA,www.aircanada.com,1,1,70,4239,15.607838,.37392274,26
175110,AIRCASTLE LTD,www.aircastle.com,0,0,,,,,0
101475,AIR FRANCE - KLM,www.airfranceklm.com,1,0,100,9311,17.555058,.16846052,0
27703,AIRGAIN INC,www.airgain.com,0,0,,,,,0
166087,AIR INDUSTRIES GROUP INC,www.airindustriesgroup.com,0,0,,,,,0
186278,AIR LEASE CORP,www.airleasecorp.com,1,1,15,995,20.876217,.33054146,0
1209,AIR PRODUCTS & CHEMICALS INC,www.airproducts.com,1,1,16,470,16.859024,-.11053734,0
216019,AIXTRON SE,www.aixtron.com,1,0,89,3884,13.684912,.67049009,0
4973,ARTHUR J GALLAGHER & CO,www.ajg.com,1,1,66,3133,18.934969,1.544921,19
146581,AJS BANCORP INC,www.ajsmithbank.com,0,0,,,,,1
125595,AKAMAI TECHNOLOGIES INC,www.akamai.com,1,1,31,946,21.396975,.023035651,0
32046,AKCEA THERAPEUTICS INC,www.akceatx.com,1,1,10,743,14.950084,-.62719309,0
19859,AKEBIA THERAPEUTICS INC,www.akebia.com,1,1,15,676,18.534058,.098301612,2
26131,AKITA DRILLING LTD  -CL A,www.akita-drilling.com,1,1,16,897,22.153921,.61823076,0
14304,AKORN INC,www.akorn.com,1,1,36,2058,16.720097,-.27307382,0
21042,AKOUSTIS TECHNOLOGIES INC,www.akoustis.com,0,1,,,,,0
29968,AK STEEL HOLDING CORP,www.aksteel.com,1,1,55,3614,17.984596,.48695299,0
15334,AKZO NOBEL NV,www.akzonobel.com,1,1,35,1580,17.065359,.95936793,1
156214,ALACER GOLD CORP,www.alacergold.com,0,0,,,,,0
27960,ALAMO GROUP INC,www.alamo-group.com,1,1,15,1010,16.021368,-.23231357,0
123455,ALAMOS GOLD INC,www.alamosgold.com,1,1,25,2727,21.854387,.019720426,9
181804,ALARIS ROYALTY CORP,www.alarisroyalty.com,1,0,19,1457,18.625408,.40530819,2
24135,ALARM.COM HOLDINGS INC,www.alarm.com,1,1,5,2434,22.332674,.29211816,6
1230,ALASKA AIR GROUP INC,www.alaskaair.com,1,0,105,4503,18.045485,.93566543,8
126555,ALASKA COMMUNICATIONS SYS GP,www.alaskacommunications.com,1,1,38,2457,17.72261,-.1548903,
29751,ALBEMARLE CORP,www.albemarle.com,1,1,32,1277,17.840342,1.0969272,0
14084,ALBANY INTL CORP  -CL A,www.albint.com,1,1,7,273,14.534266,-.39657262,0
29018,ALBIREO PHARMA INC,www.albireopharma.com,1,1,45,2830,15.009271,1.0080556,0
165829,ALCANNA INC,www.alcanna.com,1,1,31,2052,18.480145,.58511937,2
20550,ALCENTRA CAPITAL CORP,www.alcentracapital.com,1,1,77,3220,21.245193,1.2321107,0
27638,ALCOA CORP,www.alcoa.com,1,1,50,2506,21.286686,1.544921,3
20033,ALDER BIOPHARMACEUTICALS INC,www.alderbio.com,1,1,23,1655,19.071918,-.19304115,0
18434,ALERUS FINANCIAL CORP,www.alerus.com,1,1,5,228,24.418711,-.16361058,10
11756,ALEXANDER & BALDWIN INC,www.alexanderbaldwin.com,1,1,8,382,18.160696,-.64488822,0
166265,ALEXCO RESOURCE CORP,www.alexcoresource.com,0,0,,,,,0
62263,ALEXION PHARMACEUTICALS INC,www.alexion.com,1,1,4,216,18.113043,-.26109445,1
1262,ALGOMA CENTRAL CORP,www.algonet.com,1,1,8,468,15.919658,-.15906151,
115044,ALGONQUIN POWER & UTIL CORP,www.algonquinpower.com,1,1,26,1296,21.394672,.11286621,1
1266,ALICO INC,www.alicoinc.com,1,0,4,106,12.349686,-.36586201,0
141384,ALIGN TECHNOLOGY INC,www.aligntech.com,1,1,39,2205,17.46512,.10747069,3
180363,ALIMERA SCIENCES INC,www.alimerasciences.com,1,1,22,1419,23.533693,.66477394,1
175236,ALIO GOLD INC,www.aliogold.com,1,0,34,2872,21.77471,-.1862662,1
62582,ALJ REGIONAL HOLDINGS INC,www.aljregionalholdings.com,1,1,36,624,22.623955,-.23859937,1
24302,ALKERMES PLC,www.alkermes.com,1,1,25,2460,16.727077,.042109184,1
1274,ALLEGHANY CORP,www.alleghany.com,1,1,14,943,17.245533,.45953694,9
26270,ALLEGIANCE BANCSHARES INC,www.allegiancebank.com,1,1,17,450,16.596619,-.65868336,2
316056,ALLEGION PLC,www.allegion.com,1,1,67,3656,17.018127,1.2313459,0
27845,ALLERGAN PLC,www.allergan.com,1,1,7,326,16.198267,-.42946482,0
7437,ALLETE INC,www.allete.com,0,0,,,,,2
17920,ALLIANCE BIOENERGY PLUS INC,www.alliancebioe.com,0,0,,,,,2
143974,ALLIANCE DATA SYSTEMS CORP,www.alliancedata.com,1,0,18,1241,17.207846,.57184887,0
143217,ALLIANCE MEDIA HOLDINGS INC,www.alliancemediaholdings.com,0,0,,,,,0
27868,ALLIANCE MMA INC,www.alliancemma.com,1,1,3,182,12.960386,-6.7418642,3
11554,ALLIANT ENERGY CORP,www.alliantenergy.com,1,1,32,1418,18.690428,.38613272,1
15724,ALLIANZ SE,www.allianz.com,1,1,29,1197,22.953468,1.5041969,0
107148,ALLIED HOTEL PPTYS INC,www.alliedhotels.com,0,1,,,,,0
24837,ALLIED HEALTHCARE PRODS INC,www.alliedhpi.com,1,0,66,3504,21.296062,-.35280955,0
5520,ALLIED MOTION TECHNOLOGIES,www.alliedmotion.com,1,1,18,1272,15.721152,-.32249954,0
152828,ALLIED PPTYS REAL ESTATE INV,www.alliedreit.com,1,1,13,816,14.587543,-.85629195,0
185495,ALLIQUA BIOMEDICAL INC,www.alliqua.com,0,0,,,,,0
177966,ALLISON TRANSMISSION HLDGS,www.allisontransmission.com,1,1,31,2759,19.121735,-.39854515,1
176021,ALLOT COMMUNICATIONS LTD,www.allot.com,1,1,20,1104,17.494375,-.44740859,7
181104,ALLSCRIPTS HEALTHCARE SOLTNS,www.allscripts.com,1,1,41,2604,17.315472,1.3024117,5
28349,ALLSTATE CORP,www.allstate.com,1,1,59,3019,16.46623,.056373607,26
5072,ALLY FINANCIAL INC,www.ally.com,1,1,41,1759,14.954678,.24749337,16
22570,ALMADEN MINERALS LTD,www.almadenminerals.com,1,0,159.92,9791.4697,25.537382,-.41215852,1
189598,ALMONTY INDUSTRIES INC,www.almonty.com,1,1,6,414,16.203615,-.28625885,0
264265,ALNYLAM PHARMACEUTICALS INC,www.alnylam.com,1,1,39,2486,20.555944,.64758092,3
62072,ALPHA PRO TECH LTD,www.alphaprotech.com,1,1,7,247,15.520782,-.30647731,0
166555,ALPHATEC HOLDINGS INC,www.alphatecspine.com,1,1,28,1519,16.508299,-.035581533,1
32245,ALPINE IMMUNE SCIENCES INC,www.alpineimmunesciences.com,1,0,48,2428,18.365932,-.57515877,0
13582,CPS TECHNOLOGIES CORP,www.alsic.com,0,0,,,,,0
122194,ALTAGAS LTD,www.altagas.ca,1,0,13,1291,20.10985,-.25117642,0
32530,ALTAIR ENGINEERING INC,www.altair.com,1,1,23,1450,21.408722,.95711946,1
26675,ALTAI RESOURCES INC,www.altairesources.com,0,0,,,,,0
30655,ALTERYX INC,www.alteryx.com,1,1,35,1980,17.296951,1.544921,10
12485,ALTICE USA INC,www.alticeusa.com,1,0,25,1679,17.085844,-.51695603,1
124355,ALTIGEN COMMUNICATIONS INC,www.altigen.com,1,1,23,1489,14.905221,.51350176,0
31249,ALTIMMUNE INC,www.altimmune.com,1,0,7,421,20.864676,-.38381919,2
183312,ALTISOURCE PORTFOLIO SOLTNS,www.altisource.com,1,1,32,1907,18.482637,.65848601,1
16720,ALTISOURCE ASSET MGMT CORP,www.altisourceamc.com,0,0,,,,,0
176247,ALTRA INDUSTRIAL MOTION CORP,www.altramotion.com,1,1,25,2809,19.496853,-.42809463,2
8543,ALTRIA GROUP INC,www.altria.com,1,1,24,1765,16.660252,-.26844218,1
170385,ALTURA ENERGY INC,www.alturaenergy.ca,1,1,11,826,19.20425,.25281417,0
163968,ALTUS GROUP LTD,www.altusgroup.com,1,0,25,1542,20.59301,.79634714,3
19309,ALVOPETRO ENERGY LTD,www.alvopetro.com,0,0,,,,,0
1257,ALEXANDER'S INC,www.alx-inc.com,0,0,,,,,
17962,ALY ENERGY SERVICES INC,www.alyenergy.com,0,0,,,,,0
12250,AMAG PHARMACEUTICALS INC,www.amagpharma.com,1,1,30,2711,17.028086,.16965747,0
63446,AMARILLO BIOSCIENCES INC,www.amarbio.com,0,0,,,,,2
28027,AMARIN CORP,www.amarincorp.com,1,1,16,1250,16.448933,-.46619844,0
19172,A-MARK PRECIOUS METALS INC,www.amark.com,1,1,5,199,16.81617,-.47037041,0
64768,AMAZON.COM INC,www.amazon.com,1,1,80,3072,19.286661,1.2694468,20
24287,AMBAC FINANCIAL GROUP INC,www.ambac.com,1,0,26,2517,20.561745,-.49478331,1
15420,AMBARELLA INC,www.ambarella.com,0,0,,,,,0
19989,AMBER ROAD INC,www.amberroad.com,1,1,39,2401,17.435137,1.1058769,6
201140,AMBEV SA,www.ambev.com.br,1,0,32,1516,22.507055,-.072268777,4
137370,AMERICAN BANK INC/PA,www.ambk.com,0,0,,,,,0
185263,AMBOW EDUCATION HLDGS,www.ambow.com,0,0,,,,,1
187406,AMC NETWORKS INC,www.amcnetworks.com,1,1,34,2855,18.417099,.51883942,0
61122,AMCON DISTRIBUTING CO,www.amcon.com,1,1,68,4154,20.256435,-.31855422,0
177637,AMC ENTERTAINMENT HOLDINGS,www.amctheatres.com,1,1,6,468,16.288315,.70232582,6
1161,ADVANCED MICRO DEVICES,www.amd.com,1,1,30,1778,20.961477,.85193104,28
111880,AMDOCS,www.amdocs.com,1,0,61,2979,19.86874,1.3899634,6
177981,AMEDICA CORP,www.amedica.com,1,1,3,180,12.906322,-6.7715673,1
30612,AMEDISYS INC,www.amedisys.com,1,1,29,2005,17.233334,-.07884717,5
65464,AMEN PROPERTIES INC,www.amenproperties.com,0,0,,,,,0
10860,AMEREN CORP,www.amereninvestors.com,0,1,,,,,1
185128,AMERESCO INC,www.ameresco.com,1,1,56,2732,16.551849,.45130295,2
24199,AMERI HOLDINGS INC,www.ameri100.com,1,1,12,601,16.31069,-.20783243,2
142248,AMERICA MOVIL SA DE CV,www.americamovil.com,0,1,,,,,1
156383,AMERICAN EQTY INVT LIFE HLDG,www.american-equity.com,1,1,13,521,16.705244,-.043906033,0
1585,AMERICAN VANGUARD CORP,www.american-vanguard.com,1,1,17,1613,18.839659,-.68373775,1
178698,AAC HOLDINGS INC,www.americanaddictioncenters.org,1,1,37,2330,14.919247,.16758265,26
185549,AMERICAN ASSETS TRUST INC,www.americanassetstrust.com,1,1,57,4285,20.688398,-.36906314,0
121073,AMERICAN BUSINESS BANK/CA,www.americanbusinessbank.com,1,1,13,410,15.435739,-.51914072,0
161048,AMERICAN CAMPUS COMMUNITIES,www.americancampus.com,1,1,17,1853,19.333805,.099938311,3
187449,AMERICAN CRYOSTEM CORP,www.americancryostem.com,1,0,32,1987,20.084419,-.319884,0
1447,AMERICAN EXPRESS CO,www.americanexpress.com,1,1,5,126,12.279366,-.30582285,1
17639,AMERICAN HOMES 4 RENT,www.americanhomes4rent.com,1,1,25,2096,21.035192,-.31873241,2
186845,AMERICAN MIDSTREAM PRT -OLD,www.americanmidstream.com,1,0,3,59.540001,21.858536,-.35638586,1
33700,AMERICAN MIDSTREAM PTNRS LP,www.americanmidstream.com,1,0,3,59.540001,21.858536,-.35638586,1
18685,AMERICANN INC,www.americann.co,0,0,,,,,0
1526,AMERICAN NATIONAL INSURANCE,www.americannational.com,1,1,4,254,18.860367,.005087954,0
178797,AMERICAN PUBLIC EDUCATION,www.americanpubliceducation.com,1,1,39,2467,19.366817,1.4106359,1
165358,AMERICAN RAILCAR INDS INC,www.americanrailcar.com,1,1,19,1444,15.397159,-.61006844,0
1545,AMERICAN REALTY INVESTORS,www.americanrealtyinvest.com,0,0,,,,,0
26126,AMERICAN RENAL ASSOCS HLDGS,www.americanrenal.com,1,0,9,323,18.150196,-.17049141,0
60983,AMERICAN RIVER BANKSHARES,www.americanriverbank.com,1,1,13,396,16.507595,-.26775813,1
105365,AMERICAN TOWER CORP,www.americantower.com,1,1,26,1850,19.514532,.07811749,1
130525,AMERICAS SILVER CORP,www.americassilvercorp.com,0,0,,,,,0
32980,AMERICOLD REALTY TRUST,www.americold.com,0,0,,,,,2
61839,AMERIGAS PARTNERS  -LP,www.amerigas.com,1,1,17,1103,15.426528,-.45908049,12
118441,AMERIGO RESOURCES LTD,www.amerigoresources.com,0,0,,,,,0
106574,AMERINAC HOLDING CORP,www.amerinac.com,1,0,14,548,18.444405,-.47078219,0
164708,AMERIPRISE FINANCIAL INC,www.ameriprise.com,1,1,4,124,11.837566,-.38191244,8
164572,AMERISAFE INC,www.amerisafe.com,1,1,15,802,22.276554,.24603048,2
30222,AMERIS BANCORP,www.amerisbank.com,1,0,36,2129,17.305914,.10034256,6
17269,AMERISERV FINANCIAL INC/PA,www.ameriserv.com,1,1,5,274,18.727272,-.30468428,4
31673,AMERISOURCEBERGEN CORP,www.amerisourcebergen.com,1,0,66,3769,17.852203,.46794355,1
63798,AMERITYRE CORP,www.amerityre.com,1,1,17,972,15.471272,-.57059622,0
31718,AMES NATIONAL CORP,www.amesnational.com,1,1,3,151,16.436363,-.42999536,0
1598,AMETEK INC,www.ametek.com,1,1,50,2238,20.107382,1.1246721,1
65886,AFFILIATED MANAGERS GRP INC,www.amg.com,1,1,17,2426,21.214523,-.88124055,0
1602,AMGEN INC,www.amgen.com,1,1,9,232,13.70581,-.4310998,3
175008,AMICUS THERAPEUTICS INC,www.amicusrx.com,1,0,29,1791,20.560595,.73805982,4
110039,AMKOR TECHNOLOGY INC,www.amkor.com,1,1,70,3207,19.531202,.9783172,0
17367,AMERICAN NATL BANKSHARES,www.amnb.com,1,1,9,566,14.541692,-.21871702,2
144520,AMN HEALTHCARE SERVICES INC,www.amnhealthcare.com,1,1,47,3337,18.437717,.35289365,5
20659,AMPHASTAR PHARMACEUTICLS INC,www.amphastar.com,1,1,7,591,16.365545,-.72003561,0
14282,AMPHENOL CORP,www.amphenol.com,1,1,38,1988,18.569288,.73034024,2
194755,AMPLIFY ENERGY CORP,www.amplifyenergy.com,0,0,,,,,
30236,AMPLIPHI BIOSCIENCES CORP,www.ampliphibio.com,1,1,27,1990,18.311735,.2554363,0
64552,TD AMERITRADE HOLDING CORP,www.amtd.com,0,1,,,,,1
8864,AMTECH SYSTEMS INC,www.amtechsystems.com,0,0,,,,,0
166005,AMTRUST FINANCIAL SERVICES,www.amtrustfinancial.com,1,1,45,2929,17.992182,.2050035,3
179437,AMERICAN WATER WORKS CO INC,www.amwater.com,1,1,27,2019,19.368986,.02426685,0
184717,AMYRIS INC,www.amyris.com,1,1,22,1897,14.870153,-.019786071,1
64695,ANACONDA MINING INC,www.anacondamining.com,1,1,1,59.540001,21.527273,-.11726568,3
11923,ANADARKO PETROLEUM CORP,www.anadarko.com,1,1,8,284,19.716599,-.39201918,0
1632,ANALOG DEVICES,www.analog.com,1,1,24,1317,22.764175,.072373204,5
1633,ANALOGIC CORP,www.analogic.com,1,1,22,1341,20.080238,.55564201,3
141308,ANALYTIXINSIGHT INC,www.analytixinsight.com,0,1,,,,,0
26162,ANAPTYSBIO INC,www.anaptysbio.com,0,1,,,,,0
181515,ANCHOR BANCORP/WA,www.anchornetbank.com,1,1,29,1640,18.41963,.44482988,0
10466,ANDEAVOR,www.andeavor.com,1,1,28,1692,19.901308,-.6439901,3
186206,ANDEAVOR LOGISTICS LP,www.andeavorlogistics.com,1,1,26,1635,20.338039,-.64613241,2
1650,ANDREA ELECTRONICS CORP,www.andreaelectronics.com,0,0,,,,,0
32502,ANGI HOMESERVICES INC,www.angihomeservices.com,0,0,,,,,0
28209,ANIKA THERAPEUTICS INC,www.anikatherapeutics.com,1,1,22,1681,16.944292,.33393955,0
154360,PARKS AMERICA INC,www.animalsafari.com,0,0,,,,,0
18204,ANI PHARMACEUTICALS INC,www.anipharmaceuticals.com,1,1,19,2068,18.591988,-.10557903,0
6196,ANIXTER INTL INC,www.anixter.com,1,0,30,1565,18.971523,.30200505,
65556,ANNALY CAPITAL MANAGEMENT,www.annaly.com,0,0,,,,,1
63080,ANSYS INC,www.ansys.com,1,1,58,2987,24.530506,1.3489183,0
63700,ANTARES PHARMA INC,www.antarespharma.com,0,0,,,,,0
19770,ANTERO MIDSTREAM PARTNERS LP,www.anteromidstream.com,1,0,7,753,20.646084,-.34631702,0
18465,ANTERO RESOURCES CORP,www.anteroresources.com,1,0,7,732,20.477058,-.34631702,0
145046,ANTHEM INC,www.antheminc.com,1,1,13,759,14.240945,-.41345733,1
183879,ANTHERA PHARMACEUTCLS INC,www.anthera.com,1,1,1,59.540001,18.9,-.29727659,0
66654,ANWORTH MTG ASSET CORP,www.anworth.com,0,0,,,,,0
18564,APPLIED OPTOELECTRONICS INC,www.ao-inc.com,1,1,10,859,15.211692,-.70958477,0
3221,AON PLC,www.aon.com,1,0,85,3926,19.564003,1.3343898,5
184604,ALPHA AND OMEGA SEMICONDUCTR,www.aosmd.com,1,1,17,907,15.892558,-.33710948,0
9771,SMITH (A O) CORP,www.aosmith.com,1,1,40,2816,20.826141,1.0497905,1
1678,APACHE CORP,www.apachecorp.com,1,1,2,80,15.01358,-.23897636,1
184254,APOLLO GLOBAL MANAGEMENT LLC,www.apollo.com,1,1,53,2748,19.315445,1.2348477,0
29687,APOLLO ENDOSURGERY INC,www.apolloendo.com,1,1,50,1967,15.864001,.46661288,0
183606,APOLLO COMMERCIAL RE FIN INC,www.apolloreit.com,1,1,31,1883,16.697002,.79536158,1
24071,APPFOLIO INC,www.appfolioinc.com,1,0,29,1905,16.880995,.088659436,0
31236,APPIAN CORPORATION,www.appian.com,1,1,6,235,14.720131,-.37954488,0
1690,APPLE INC,www.apple.com,1,1,10,524,12.015659,-.30916378,0
23977,APPLE HOSPITALITY REIT INC,www.applehospitalityreit.com,1,1,9,659,16.38179,-.48191145,0
2101,APPLIED INDUSTRIAL TECH INC,www.applied.com,1,1,21,1430,16.722748,-.3119207,0
1704,APPLIED MATERIALS INC,www.appliedmaterials.com,1,1,25,1582,18.014568,.65798467,1
61054,APPLIED MINERALS INC,www.appliedminerals.com,0,0,,,,,0
178798,APPROACH RESOURCES INC,www.approachresources.com,1,0,7,793,15.804369,-.39592889,0
27909,APPTIO INC,www.apptio.com,1,1,45,2487,17.068949,1.0087283,7
62110,APRICUS BIOSCIENCES INC,www.apricusbio.com,1,1,9,1248,19.439056,-.31248799,0
28176,APTARGROUP INC,www.aptar.com,1,1,62,3007,19.895658,.38425049,0
27338,APTEVO THERAPEUTICS INC,www.aptevotherapeutics.com,1,1,18,839,16.143244,.098781258,0
118122,APTIV PLC,www.aptiv.com,1,1,19,697,13.878574,.50877428,3
64523,ASIA PACIFIC WIRE&CABLE CORP,www.apwcc.com,0,0,,,,,0
8542,AQUA AMERICA INC,www.aquaamerica.com,1,1,31,2829,19.037968,-.64726889,
275862,AQUABOUNTY TECHNOLOGIES INC,www.aquabounty.com,1,0,19,1563,18.567389,-.20961496,1
24422,AQUA METALS INC,www.aquametals.com,0,0,,,,,1
32524,AQUANTIA CORP,www.aquantia.com,1,1,18,615,13.109349,.5484761,1
26272,AQUAVENTURE HOLDINGS LTD,www.aquaventure.com,1,0,10,1260,17.735512,-.25650632,0
63081,ARADIGM CORP,www.aradigm.com,0,0,,,,,0
140672,ARALEZ PHARMACEUTICALS INC,www.aralez.com,1,1,17,1491,19.230536,.34444767,0
186858,ARAMARK,www.aramark.com,1,1,36,1959,18.152708,.044113759,3
17567,ARATANA THERAPEUTICS,www.aratana.com,1,1,31,2080,16.869083,-.15098229,0
160173,ARBOR REALTY TRUST INC,www.arbor.com,1,1,16,916,14.796986,-.44447821,1
62475,ARBUTUS BIOPHARMA CORP,www.arbutusbio.com,1,0,11,1535,17.863766,-.43541434,2
23098,ARCADIA BIOSCIENCES INC,www.arcadiabio.com,0,0,,,,,0
24660,APPLIANCE RECYCLING CTR AMER,www.arcainc.com,0,0,,,,,0
1743,ARCBEST CORP,www.arcb.com,1,1,29,1493,16.936661,.59694743,8
65248,ARCELORMITTAL,www.arcelormittal.com,1,1,17,1000,16.69545,-.19962768,0
13679,ARC GROUP WORLDWIDE INC,www.arcgroupworldwide.net,1,0,45,3142,23.272278,-.30976954,0
61302,ARCH CAPITAL GROUP LTD,www.archcapgroup.com,1,1,102,4858,21.872911,1.4202553,2
14793,ARCH COAL INC,www.archcoal.com,1,1,16,1836,15.813745,-.43480667,2
65009,ARCHROCK INC,www.archrock.com,1,1,15,1564,19.729725,.054365147,1
175741,ARCHROCK PARTNERS LP,www.archrock.com/aplp,1,1,15,1560,19.469509,.054365147,2
32456,ARCIMOTO INC,www.arcimoto.com,1,1,17,1331,17.331276,.16381912,6
28192,ARCONIC INC,www.arconic.com,1,0,42,2712,18.368708,-.27999511,4
186785,ARCOS DORADOS HOLDINGS INC,www.arcosdorados.com,0,0,,,,,
105239,ARC RESOURCES LTD,www.arcresources.com,1,1,22,657,20.088037,.41116011,0
33133,ARCUS BIOSCIENCES INC,www.arcusbio.com,1,1,17,938,14.864454,.23519461,0
30571,ARDAGH GROUP SA,www.ardaghgroup.com,1,1,73,3057,17.377031,1.1288283,0
20645,ARDELYX INC,www.ardelyx.com,1,1,1,78,13.419487,-.27789822,0
18289,ARDMORE SHIPPING CORP,www.ardmoreshipping.com,0,0,,,,,0
64821,ALEXANDRIA R E EQUITIES INC,www.are.com,1,1,10,807,13.91435,.68505836,0
105276,ARENA MINERALS INC,www.arenaminerals.com,1,0,7,914,23.262653,-.36038971,1
138122,ARENA PHARMACEUTICALS INC,www.arenapharm.com,1,1,39,1911,16.548796,.94473493,0
161966,ARES CAPITAL CORP,www.arescapitalcorp.com,1,1,49,2745,18.723495,.83471519,0
189516,ARES COMMERCIAL REAL ESTATE,www.arescre.com,1,1,49,2745,18.637665,.79725367,0
20412,ARES MANAGEMENT LP,www.aresmgmt.com,1,1,48,2705,18.60626,.81615824,0
8832,ARGAN INC,www.arganinc.com,0,0,,,,,0
15364,ARGO GROUP INTL HOLDINGS LTD,www.argolimited.com,1,1,32,1944,18.381897,.20273067,1
178384,ARGONAUT GOLD INC,www.argonautgold.com,0,1,,,,,1
187720,ARGOS THERAPEUTICS INC,www.argostherapeutics.com,0,0,,,,,0
20748,ARISTA NETWORKS INC,www.arista.com,1,1,39,2481,18.429836,1.3506109,2
187163,ARITZIA INC,www.aritzia.com,1,1,47,2999,23.00931,1.2460809,3
11872,ARK RESTAURANTS CORP,www.arkrestaurants.com,1,0,4,69,19.597101,-.32365555,0
